PIC,SITE,TRANSACT,GROUP,LABEL,Live_Non_live,Count
662,Samara,8,CCA,Pink CCA,Live,4
663,Samara,8,Algae,Turf algae,Live,84
663,Samara,8,CCA,Pink CCA,Live,8
663,Samara,8,CCA,White CCA,Live,8
664,Samara,8,Algae,Turf algae,Live,80
664,Samara,8,CCA,Pink CCA,Live,4
664,Samara,8,CCA,White CCA,Live,12
665,Samara,8,Algae,Galaxaura,Live,4
665,Samara,8,Algae,Turf algae,Live,68
665,Samara,8,CCA,Pink CCA,Live,8
665,Samara,8,CCA,Red CCA,Live,4
665,Samara,8,CCA,White CCA,Live,16
666,Samara,8,Algae,Turf algae,Live,20
666,Samara,8,Hard Coral,Porites lobata,Live,80
667,Samara,8,Hard Coral,Porites lobata,Live,96
668,Samara,8,Algae,Turf algae,Live,16
668,Samara,8,Hard Coral,Porites lobata,Live,80
669,Samara,8,Algae,Turf algae,Live,80
669,Samara,8,CCA,Pink CCA,Live,12
669,Samara,8,Diadema,Diadema sp,Live,8
670,Samara,8,Algae,Turf algae,Live,96
670,Samara,8,CCA,White CCA,Live,4
671,Samara,8,Algae,Turf algae,Live,80
671,Samara,8,CCA,Pink CCA,Live,8
671,Samara,8,CCA,White CCA,Live,12
672,Samara,8,Algae,Turf algae,Live,96
672,Samara,8,Substrate,Sand,Non-live,4
673,Samara,8,Algae,Turf algae,Live,32
673,Samara,8,Substrate,Gravel,Non-live,12
673,Samara,8,Substrate,Sand,Non-live,52
674,Samara,8,Algae,Turf algae,Live,56
674,Samara,8,CCA,Pink CCA,Live,4
674,Samara,8,CCA,Red CCA,Live,4
674,Samara,8,Substrate,Gravel,Non-live,24
674,Samara,8,Substrate,Rock,Non-live,8
674,Samara,8,Substrate,Sand,Non-live,4
675,Samara,8,Algae,Turf algae,Live,16
675,Samara,8,CCA,White CCA,Live,4
675,Samara,8,Hard Coral,Porites lobata,Live,80
676,Samara,8,Algae,Turf algae,Live,88
676,Samara,8,CCA,Pink CCA,Live,4
676,Samara,8,Hard Coral,Porites lobata,Live,4
676,Samara,8,Substrate,Sand,Non-live,4
677,Samara,8,Hard Coral,Porites lobata,Live,92
678,Samara,8,Hard Coral,Porites lobata,Live,100
679,Samara,8,Algae,Turf algae,Live,40
679,Samara,8,Hard Coral,Porites lobata,Live,60
680,Samara,8,Algae,Turf algae,Live,4
680,Samara,8,Hard Coral,Porites lobata,Live,92
681,Samara,8,Algae,Turf algae,Live,92
681,Samara,8,CCA,White CCA,Live,8
682,Samara,8,Algae,Turf algae,Live,92
682,Samara,8,CCA,White CCA,Live,8
683,Samara,8,Algae,Turf algae,Live,96
683,Samara,8,CCA,White CCA,Live,4
684,Samara,8,Algae,Turf algae,Live,28
684,Samara,8,CCA,White CCA,Live,4
684,Samara,8,Substrate,Sand,Non-live,68
685,Samara,8,Algae,Turf algae,Live,80
685,Samara,8,CCA,Pink CCA,Live,4
685,Samara,8,CCA,White CCA,Live,4
685,Samara,8,Substrate,Gravel,Non-live,8
685,Samara,8,Substrate,Sand,Non-live,4
686,Samara,8,Algae,Turf algae,Live,76
686,Samara,8,Substrate,Gravel,Non-live,8
686,Samara,8,Substrate,Sand,Non-live,16
687,Samara,8,Algae,Turf algae,Live,100
688,Samara,8,Algae,Turf algae,Live,100
689,Samara,8,Algae,Turf algae,Live,72
689,Samara,8,CCA,Pink CCA,Live,4
689,Samara,8,CCA,Red CCA,Live,4
689,Samara,8,Hard Coral,Porites lobata,Live,16
690,Samara,8,Algae,Turf algae,Live,84
690,Samara,8,CCA,Pink CCA,Live,4
690,Samara,8,Substrate,Sand,Non-live,12
691,Samara,8,Algae,Turf algae,Live,96
692,Samara,8,Algae,Turf algae,Live,92
692,Samara,8,Substrate,Sand,Non-live,8
693,Samara,8,Algae,Turf algae,Live,100
694,Samara,8,Algae,Turf algae,Live,100
695,Samara,8,Algae,Turf algae,Live,84
695,Samara,8,CCA,Pink CCA,Live,4
695,Samara,8,CCA,White CCA,Live,8
695,Samara,8,Substrate,Sand,Non-live,4
696,Samara,8,Algae,Turf algae,Live,12
696,Samara,8,Hard Coral,Porites lobata,Live,88
697,Samara,8,Algae,Turf algae,Live,68
697,Samara,8,CCA,White CCA,Live,4
697,Samara,8,Hard Coral,Porites lobata,Live,28
698,Samara,8,Algae,Turf algae,Live,8
698,Samara,8,Hard Coral,Porites lobata,Live,92
699,Samara,8,Hard Coral,Porites lobata,Live,28
699,Samara,8,Substrate,Gravel,Non-live,4
699,Samara,8,Substrate,Sand,Non-live,68
700,Samara,8,Algae,Turf algae,Live,4
700,Samara,8,Hard Coral,Porites lobata,Live,96
701,Samara,8,Hard Coral,Porites lobata,Live,100
702,Samara,8,Algae,Turf algae,Live,40
702,Samara,8,Hard Coral,Porites lobata,Live,60
703,Samara,8,Algae,Turf algae,Live,100
704,Samara,8,Algae,Turf algae,Live,76
704,Samara,8,CCA,Pink CCA,Live,12
704,Samara,8,CCA,White CCA,Live,12
705,Samara,8,Algae,Turf algae,Live,40
705,Samara,8,CCA,Pink CCA,Live,4
705,Samara,8,CCA,Red CCA,Live,4
705,Samara,8,Hard Coral,Porites lobata,Live,52
706,Samara,8,Hard Coral,Porites lobata,Live,52
706,Samara,8,Substrate,Gravel,Non-live,8
706,Samara,8,Substrate,Sand,Non-live,40
707,Samara,8,Algae,Turf algae,Live,8
707,Samara,8,Hard Coral,Porites lobata,Live,92
708,Samara,8,Algae,Turf algae,Live,76
708,Samara,8,CCA,Red CCA,Live,4
708,Samara,8,CCA,White CCA,Live,4
708,Samara,8,Diadema,Diadema sp,Live,4
708,Samara,8,Substrate,Gravel,Non-live,8
708,Samara,8,Substrate,Sand,Non-live,4
709,Samara,8,Algae,Turf algae,Live,20
709,Samara,8,Hard Coral,Porites lobata,Live,76
710,Samara,8,Algae,Turf algae,Live,68
710,Samara,8,CCA,Pink CCA,Live,4
710,Samara,8,CCA,White CCA,Live,16
710,Samara,8,Hard Coral,Pocillopora effusa,Live,8
710,Samara,8,Substrate,Sand,Non-live,4
711,Samara,8,Algae,Turf algae,Live,84
711,Samara,8,CCA,Pink CCA,Live,4
711,Samara,8,CCA,White CCA,Live,4
712,Samara,8,Algae,Turf algae,Live,96
713,Samara,8,Algae,Turf algae,Live,92
713,Samara,8,CCA,White CCA,Live,4
714,Samara,8,Algae,Turf algae,Live,84
714,Samara,8,CCA,White CCA,Live,12
715,Samara,8,Algae,Turf algae,Live,88
715,Samara,8,CCA,Pink CCA,Live,4
715,Samara,8,CCA,White CCA,Live,8
716,Samara,8,Algae,Turf algae,Live,72
716,Samara,8,CCA,Pink CCA,Live,8
716,Samara,8,Hard Coral,Porites lobata,Live,16
716,Samara,8,Substrate,Gravel,Non-live,4
717,Samara,8,Algae,Turf algae,Live,96
717,Samara,8,Hard Coral,Porites lobata,Live,4
718,Samara,8,Algae,Turf algae,Live,16
718,Samara,8,Hard Coral,Porites lobata,Live,84
719,Samara,8,Algae,Turf algae,Live,24
719,Samara,8,Hard Coral,Porites lobata,Live,76
720,Samara,8,Algae,Turf algae,Live,96
720,Samara,8,CCA,White CCA,Live,4
721,Samara,9,Algae,Galaxaura,Live,20
721,Samara,9,Algae,Turf algae,Live,48
721,Samara,9,CCA,Pink CCA,Live,8
721,Samara,9,CCA,White CCA,Live,4
721,Samara,9,Substrate,Sand,Non-live,12
722,Samara,9,Algae,Caulerpa spp.,Live,4
722,Samara,9,Algae,Galaxaura,Live,16
722,Samara,9,Algae,Turf algae,Live,60
722,Samara,9,CCA,White CCA,Live,4
722,Samara,9,Hard Coral,Psammocora stellata,Live,12
723,Samara,9,Algae,Caulerpa spp.,Live,8
723,Samara,9,Algae,Galaxaura,Live,16
723,Samara,9,Algae,Turf algae,Live,52
723,Samara,9,CCA,White CCA,Live,12
723,Samara,9,Hard Coral,Psammocora stellata,Live,8
724,Samara,9,Algae,Galaxaura,Live,8
724,Samara,9,Algae,Turf algae,Live,52
724,Samara,9,Substrate,Gravel,Non-live,24
724,Samara,9,Substrate,Rock,Non-live,4
724,Samara,9,Substrate,Sand,Non-live,4
725,Samara,9,Algae,Caulerpa spp.,Live,8
725,Samara,9,Algae,Galaxaura,Live,4
725,Samara,9,Algae,Turf algae,Live,64
725,Samara,9,CCA,Pink CCA,Live,4
725,Samara,9,CCA,White CCA,Live,4
725,Samara,9,Hard Coral,Psammocora stellata,Live,4
725,Samara,9,Substrate,Gravel,Non-live,12
726,Samara,9,Algae,Galaxaura,Live,8
726,Samara,9,Algae,Turf algae,Live,76
726,Samara,9,CCA,Pink CCA,Live,8
726,Samara,9,CCA,White CCA,Live,4
726,Samara,9,Hard Coral,Pocillopora effusa,Live,4
727,Samara,9,Algae,Caulerpa spp.,Live,16
727,Samara,9,Algae,Galaxaura,Live,12
727,Samara,9,Algae,Turf algae,Live,40
727,Samara,9,CCA,Red CCA,Live,4
727,Samara,9,CCA,White CCA,Live,4
727,Samara,9,Hard Coral,Pocillopora effusa,Live,20
728,Samara,9,Algae,Caulerpa spp.,Live,4
728,Samara,9,Algae,Galaxaura,Live,16
728,Samara,9,Algae,Turf algae,Live,68
728,Samara,9,Substrate,Gravel,Non-live,4
728,Samara,9,Substrate,Sand,Non-live,8
729,Samara,9,Algae,Turf algae,Live,88
729,Samara,9,Hard Coral,Pocillopora effusa,Live,12
730,Samara,9,Algae,Galaxaura,Live,24
730,Samara,9,Algae,Turf algae,Live,64
730,Samara,9,Hard Coral,Pocillopora effusa,Live,12
731,Samara,9,Algae,Caulerpa spp.,Live,8
731,Samara,9,Algae,Galaxaura,Live,4
731,Samara,9,Algae,Turf algae,Live,80
731,Samara,9,CCA,Pink CCA,Live,4
731,Samara,9,Hard Coral,Pocillopora effusa,Live,4
732,Samara,9,Algae,Galaxaura,Live,8
732,Samara,9,Algae,Turf algae,Live,92
733,Samara,9,Algae,Galaxaura,Live,32
733,Samara,9,Algae,Turf algae,Live,56
733,Samara,9,CCA,Pink CCA,Live,4
733,Samara,9,CCA,White CCA,Live,4
734,Samara,9,Algae,Galaxaura,Live,32
734,Samara,9,Algae,Turf algae,Live,36
734,Samara,9,Hard Coral,Psammocora stellata,Live,28
735,Samara,9,Algae,Galaxaura,Live,16
735,Samara,9,Algae,Turf algae,Live,80
735,Samara,9,CCA,White CCA,Live,4
736,Samara,9,Algae,Galaxaura,Live,12
736,Samara,9,Algae,Turf algae,Live,72
736,Samara,9,CCA,White CCA,Live,4
736,Samara,9,Hard Coral,Pocillopora effusa,Live,12
737,Samara,9,Algae,Caulerpa spp.,Live,4
737,Samara,9,Algae,Galaxaura,Live,8
737,Samara,9,Algae,Turf algae,Live,60
737,Samara,9,Hard Coral,Pavona gigantea,Live,20
737,Samara,9,Hard Coral,Pocillopora effusa,Live,4
738,Samara,9,Algae,Caulerpa spp.,Live,4
738,Samara,9,Algae,Turf algae,Live,80
738,Samara,9,CCA,Pink CCA,Live,4
738,Samara,9,Hard Coral,Pocillopora effusa,Live,8
738,Samara,9,Substrate,Gravel,Non-live,4
739,Samara,9,Algae,Caulerpa spp.,Live,12
739,Samara,9,Algae,Galaxaura,Live,28
739,Samara,9,Algae,Turf algae,Live,44
739,Samara,9,CCA,White CCA,Live,4
739,Samara,9,Hard Coral,Pocillopora effusa,Live,12
740,Samara,9,Algae,Galaxaura,Live,12
740,Samara,9,Algae,Turf algae,Live,76
740,Samara,9,Substrate,Sand,Non-live,4
741,Samara,9,Algae,Caulerpa spp.,Live,8
741,Samara,9,Algae,Turf algae,Live,72
741,Samara,9,CCA,Pink CCA,Live,8
741,Samara,9,Substrate,Sand,Non-live,12
742,Samara,9,Algae,Galaxaura,Live,32
742,Samara,9,Algae,Turf algae,Live,44
742,Samara,9,CCA,White CCA,Live,4
742,Samara,9,Hard Coral,Psammocora stellata,Live,16
743,Samara,9,Algae,Caulerpa spp.,Live,4
743,Samara,9,Algae,Galaxaura,Live,16
743,Samara,9,Algae,Turf algae,Live,44
743,Samara,9,Hard Coral,Porites lobata,Live,36
744,Samara,9,Algae,Caulerpa spp.,Live,12
744,Samara,9,Algae,Galaxaura,Live,24
744,Samara,9,Algae,Turf algae,Live,52
744,Samara,9,CCA,Pink CCA,Live,4
744,Samara,9,CCA,White CCA,Live,4
744,Samara,9,Hard Coral,Psammocora stellata,Live,4
745,Samara,9,Algae,Galaxaura,Live,36
745,Samara,9,Algae,Turf algae,Live,60
746,Samara,9,Algae,Galaxaura,Live,24
746,Samara,9,Algae,Turf algae,Live,64
746,Samara,9,CCA,Pink CCA,Live,4
746,Samara,9,CCA,Red CCA,Live,4
746,Samara,9,Substrate,Sand,Non-live,4
747,Samara,9,Algae,Caulerpa spp.,Live,4
747,Samara,9,Algae,Galaxaura,Live,4
747,Samara,9,Algae,Turf algae,Live,80
747,Samara,9,Hard Coral,Pocillopora effusa,Live,12
748,Samara,9,Algae,Caulerpa spp.,Live,4
748,Samara,9,Algae,Galaxaura,Live,20
748,Samara,9,Algae,Turf algae,Live,68
748,Samara,9,Hard Coral,Psammocora stellata,Live,8
749,Samara,9,Algae,Caulerpa spp.,Live,8
749,Samara,9,Algae,Galaxaura,Live,8
749,Samara,9,Algae,Turf algae,Live,72
749,Samara,9,Hard Coral,Pocillopora effusa,Live,12
750,Samara,9,Algae,Galaxaura,Live,4
750,Samara,9,Algae,Turf algae,Live,76
750,Samara,9,CCA,Pink CCA,Live,12
750,Samara,9,CCA,White CCA,Live,4
750,Samara,9,Substrate,Gravel,Non-live,4
751,Samara,9,Algae,Caulerpa spp.,Live,4
751,Samara,9,Algae,Galaxaura,Live,56
751,Samara,9,Algae,Turf algae,Live,24
751,Samara,9,CCA,White CCA,Live,4
751,Samara,9,Hard Coral,Psammocora stellata,Live,12
752,Samara,9,Algae,Galaxaura,Live,48
752,Samara,9,Algae,Turf algae,Live,28
752,Samara,9,CCA,White CCA,Live,4
752,Samara,9,Hard Coral,Psammocora stellata,Live,20
753,Samara,9,Algae,Galaxaura,Live,28
753,Samara,9,Algae,Turf algae,Live,64
753,Samara,9,CCA,Pink CCA,Live,4
754,Samara,9,Algae,Caulerpa spp.,Live,4
754,Samara,9,Algae,Galaxaura,Live,68
754,Samara,9,Algae,Turf algae,Live,12
754,Samara,9,CCA,Pink CCA,Live,4
754,Samara,9,CCA,Red CCA,Live,4
754,Samara,9,CCA,White CCA,Live,8
755,Samara,9,Algae,Galaxaura,Live,12
755,Samara,9,Algae,Turf algae,Live,72
755,Samara,9,CCA,White CCA,Live,8
755,Samara,9,Hard Coral,Psammocora stellata,Live,8
756,Samara,9,Algae,Galaxaura,Live,4
756,Samara,9,Algae,Turf algae,Live,92
757,Samara,9,Algae,Galaxaura,Live,4
757,Samara,9,Algae,Turf algae,Live,60
757,Samara,9,CCA,Pink CCA,Live,4
757,Samara,9,CCA,White CCA,Live,4
757,Samara,9,Hard Coral,Pocillopora effusa,Live,28
758,Samara,9,Algae,Caulerpa spp.,Live,12
758,Samara,9,Algae,Turf algae,Live,76
758,Samara,9,Hard Coral,Pocillopora effusa,Live,12
759,Samara,9,Algae,Caulerpa spp.,Live,4
759,Samara,9,Algae,Galaxaura,Live,8
759,Samara,9,Algae,Turf algae,Live,72
759,Samara,9,CCA,White CCA,Live,4
759,Samara,9,Hard Coral,Pocillopora effusa,Live,12
760,Samara,9,Algae,Galaxaura,Live,8
760,Samara,9,Algae,Turf algae,Live,88
760,Samara,9,Hard Coral,Pocillopora effusa,Live,4
761,Samara,9,Algae,Caulerpa spp.,Live,4
761,Samara,9,Algae,Galaxaura,Live,12
761,Samara,9,Algae,Turf algae,Live,68
761,Samara,9,Hard Coral,Pocillopora effusa,Live,8
761,Samara,9,Substrate,Gravel,Non-live,4
762,Samara,9,Algae,Caulerpa spp.,Live,4
762,Samara,9,Algae,Galaxaura,Live,24
762,Samara,9,Algae,Turf algae,Live,56
762,Samara,9,CCA,White CCA,Live,12
762,Samara,9,Hard Coral,Psammocora stellata,Live,4
763,Samara,9,Algae,Caulerpa spp.,Live,4
763,Samara,9,Algae,Galaxaura,Live,20
763,Samara,9,Algae,Turf algae,Live,64
763,Samara,9,CCA,White CCA,Live,8
763,Samara,9,Substrate,Gravel,Non-live,4
764,Samara,9,Algae,Galaxaura,Live,12
764,Samara,9,Algae,Turf algae,Live,84
764,Samara,9,CCA,White CCA,Live,4
765,Samara,9,Algae,Galaxaura,Live,8
765,Samara,9,Algae,Turf algae,Live,88
765,Samara,9,Hard Coral,Pocillopora effusa,Live,4
766,Samara,9,Algae,Caulerpa spp.,Live,4
766,Samara,9,Algae,Turf algae,Live,88
766,Samara,9,CCA,Red CCA,Live,4
766,Samara,9,CCA,White CCA,Live,4
767,Samara,9,Algae,Caulerpa spp.,Live,4
767,Samara,9,Algae,Galaxaura,Live,4
767,Samara,9,Algae,Turf algae,Live,84
767,Samara,9,CCA,Pink CCA,Live,4
767,Samara,9,CCA,White CCA,Live,4
768,Samara,9,Algae,Galaxaura,Live,8
768,Samara,9,Algae,Turf algae,Live,60
768,Samara,9,Hard Coral,Pocillopora effusa,Live,28
769,Samara,9,Algae,Galaxaura,Live,4
769,Samara,9,Algae,Turf algae,Live,84
769,Samara,9,Hard Coral,Pocillopora effusa,Live,12
770,Samara,9,Algae,Caulerpa spp.,Live,8
770,Samara,9,Algae,Galaxaura,Live,12
770,Samara,9,Algae,Turf algae,Live,64
770,Samara,9,CCA,Pink CCA,Live,8
770,Samara,9,CCA,Red CCA,Live,4
770,Samara,9,Soft Coral,Soft Coral,Non-live,4
771,Samara,9,Algae,Galaxaura,Live,20
771,Samara,9,Algae,Turf algae,Live,48
771,Samara,9,CCA,Red CCA,Live,4
771,Samara,9,CCA,White CCA,Live,4
771,Samara,9,Hard Coral,Psammocora stellata,Live,24
772,Samara,9,Algae,Caulerpa spp.,Live,4
772,Samara,9,Algae,Galaxaura,Live,20
772,Samara,9,Algae,Turf algae,Live,64
772,Samara,9,Hard Coral,Psammocora stellata,Live,12
773,Samara,9,Algae,Galaxaura,Live,24
773,Samara,9,Algae,Turf algae,Live,72
773,Samara,9,CCA,White CCA,Live,4
774,Samara,9,Algae,Galaxaura,Live,52
774,Samara,9,Algae,Turf algae,Live,44
774,Samara,9,CCA,White CCA,Live,4
775,Samara,9,Algae,Galaxaura,Live,12
775,Samara,9,Algae,Turf algae,Live,64
775,Samara,9,CCA,Pink CCA,Live,4
775,Samara,9,CCA,White CCA,Live,12
775,Samara,9,Hard Coral,Psammocora stellata,Live,8
776,Samara,9,Algae,Caulerpa spp.,Live,4
776,Samara,9,Algae,Galaxaura,Live,20
776,Samara,9,Algae,Turf algae,Live,68
776,Samara,9,Hard Coral,Pocillopora effusa,Live,8
777,Samara,9,Algae,Galaxaura,Live,36
777,Samara,9,Algae,Turf algae,Live,36
777,Samara,9,CCA,Red CCA,Live,4
777,Samara,9,CCA,White CCA,Live,8
777,Samara,9,Hard Coral,Psammocora stellata,Live,16
778,Samara,9,Algae,Galaxaura,Live,12
778,Samara,9,Algae,Turf algae,Live,64
778,Samara,9,CCA,Pink CCA,Live,4
778,Samara,9,CCA,White CCA,Live,12
778,Samara,9,Hard Coral,Pocillopora effusa,Live,8
779,Samara,9,Algae,Caulerpa spp.,Live,16
779,Samara,9,Algae,Galaxaura,Live,4
779,Samara,9,Algae,Turf algae,Live,60
779,Samara,9,CCA,Pink CCA,Live,4
779,Samara,9,CCA,White CCA,Live,4
779,Samara,9,Hard Coral,Pocillopora effusa,Live,12
780,Samara,9,Algae,Caulerpa spp.,Live,16
780,Samara,9,Algae,Galaxaura,Live,28
780,Samara,9,Algae,Turf algae,Live,36
780,Samara,9,Hard Coral,Porites lobata,Live,20
781,Samara,9,Algae,Turf algae,Live,80
781,Samara,9,CCA,Pink CCA,Live,4
781,Samara,9,Substrate,Sand,Non-live,16
782,Samara,9,Algae,Galaxaura,Live,28
782,Samara,9,Algae,Turf algae,Live,68
783,Samara,9,Algae,Galaxaura,Live,12
783,Samara,9,Algae,Turf algae,Live,56
783,Samara,9,CCA,White CCA,Live,24
783,Samara,9,Hard Coral,Psammocora stellata,Live,4
784,Samara,9,Algae,Galaxaura,Live,32
784,Samara,9,Algae,Turf algae,Live,60
785,Samara,9,Algae,Turf algae,Live,48
785,Samara,9,Hard Coral,Porites lobata,Live,52
786,Samara,9,Algae,Caulerpa spp.,Live,4
786,Samara,9,Algae,Galaxaura,Live,8
786,Samara,9,Algae,Turf algae,Live,84
786,Samara,9,CCA,White CCA,Live,4
787,Samara,9,Algae,Galaxaura,Live,4
787,Samara,9,Algae,Turf algae,Live,88
787,Samara,9,Hard Coral,Pocillopora effusa,Live,8
788,Samara,9,CCA,White CCA,Live,4
788,Samara,9,Hard Coral,Porites lobata,Live,88
789,Samara,9,Algae,Galaxaura,Live,4
789,Samara,9,Algae,Turf algae,Live,84
789,Samara,9,CCA,Red CCA,Live,4
789,Samara,9,CCA,White CCA,Live,4
789,Samara,9,Hard Coral,Pocillopora effusa,Live,4
790,Samara,9,Algae,Turf algae,Live,100
791,Samara,9,Algae,Galaxaura,Live,28
791,Samara,9,Algae,Turf algae,Live,60
791,Samara,9,CCA,Pink CCA,Live,4
791,Samara,9,CCA,White CCA,Live,8
792,Samara,9,Algae,Galaxaura,Live,40
792,Samara,9,Algae,Turf algae,Live,56
792,Samara,9,Soft Coral,Soft Coral,Non-live,4
793,Samara,9,Algae,Galaxaura,Live,20
793,Samara,9,Algae,Turf algae,Live,60
793,Samara,9,CCA,Pink CCA,Live,4
793,Samara,9,CCA,White CCA,Live,16
794,Samara,9,Algae,Caulerpa spp.,Live,4
794,Samara,9,Algae,Turf algae,Live,80
794,Samara,9,CCA,Pink CCA,Live,4
794,Samara,9,Hard Coral,Porites lobata,Live,4
794,Samara,9,Substrate,Gravel,Non-live,8
795,Samara,9,Algae,Galaxaura,Live,12
795,Samara,9,Algae,Turf algae,Live,76
795,Samara,9,Hard Coral,Pocillopora effusa,Live,8
796,Samara,9,Algae,Galaxaura,Live,24
796,Samara,9,Algae,Turf algae,Live,56
796,Samara,9,CCA,White CCA,Live,16
797,Samara,9,Algae,Galaxaura,Live,8
797,Samara,9,Algae,Turf algae,Live,92
798,Samara,9,Algae,Galaxaura,Live,4
798,Samara,9,Algae,Turf algae,Live,88
798,Samara,9,CCA,White CCA,Live,4
798,Samara,9,Diadema,Diadema sp,Live,4
799,Samara,9,Algae,Turf algae,Live,92
799,Samara,9,CCA,White CCA,Live,8
800,Samara,9,Algae,Galaxaura,Live,4
800,Samara,9,Algae,Turf algae,Live,84
800,Samara,9,CCA,Pink CCA,Live,4
800,Samara,9,CCA,Red CCA,Live,4
801,Samara,9,Algae,Galaxaura,Live,20
801,Samara,9,Algae,Turf algae,Live,72
801,Samara,9,Hard Coral,Psammocora stellata,Live,8
802,Samara,9,Algae,Caulerpa spp.,Live,4
802,Samara,9,Algae,Galaxaura,Live,40
802,Samara,9,Algae,Turf algae,Live,56
803,Samara,9,Algae,Galaxaura,Live,36
803,Samara,9,Algae,Turf algae,Live,52
803,Samara,9,CCA,Pink CCA,Live,4
803,Samara,9,CCA,White CCA,Live,8
804,Samara,9,Algae,Galaxaura,Live,24
804,Samara,9,Algae,Turf algae,Live,76
805,Samara,9,Algae,Caulerpa spp.,Live,16
805,Samara,9,Algae,Galaxaura,Live,44
805,Samara,9,Algae,Turf algae,Live,28
805,Samara,9,CCA,White CCA,Live,8
805,Samara,9,Hard Coral,Psammocora stellata,Live,4
806,Samara,9,Algae,Galaxaura,Live,24
806,Samara,9,Algae,Turf algae,Live,60
806,Samara,9,CCA,Pink CCA,Live,4
806,Samara,9,CCA,White CCA,Live,4
806,Samara,9,Hard Coral,Psammocora stellata,Live,8
807,Samara,9,Algae,Turf algae,Live,80
807,Samara,9,CCA,Pink CCA,Live,8
807,Samara,9,CCA,White CCA,Live,4
807,Samara,9,Hard Coral,Porites lobata,Live,4
807,Samara,9,Substrate,Rock,Non-live,4
808,Samara,9,Algae,Galaxaura,Live,20
808,Samara,9,Algae,Turf algae,Live,68
808,Samara,9,CCA,Red CCA,Live,4
808,Samara,9,CCA,White CCA,Live,8
809,Samara,9,Algae,Caulerpa spp.,Live,16
809,Samara,9,Algae,Galaxaura,Live,28
809,Samara,9,Algae,Turf algae,Live,48
809,Samara,9,CCA,Red CCA,Live,4
809,Samara,9,CCA,White CCA,Live,4
810,Samara,9,Algae,Caulerpa spp.,Live,4
810,Samara,9,Algae,Galaxaura,Live,20
810,Samara,9,Algae,Turf algae,Live,72
810,Samara,9,CCA,Pink CCA,Live,4
811,Samara,10,Algae,Galaxaura,Live,4
811,Samara,10,Algae,Turf algae,Live,68
811,Samara,10,CCA,Pink CCA,Live,8
811,Samara,10,CCA,Red CCA,Live,8
811,Samara,10,Hard Coral,Porites lobata,Live,4
811,Samara,10,Substrate,Rock,Non-live,4
812,Samara,10,Algae,Turf algae,Live,76
812,Samara,10,CCA,Pink CCA,Live,4
812,Samara,10,CCA,Red CCA,Live,20
813,Samara,10,Algae,Turf algae,Live,72
813,Samara,10,CCA,Pink CCA,Live,12
813,Samara,10,CCA,White CCA,Live,4
813,Samara,10,Hard Coral,Porites lobata,Live,12
814,Samara,10,Algae,Turf algae,Live,88
814,Samara,10,CCA,White CCA,Live,8
815,Samara,10,Algae,Turf algae,Live,64
815,Samara,10,CCA,Pink CCA,Live,20
815,Samara,10,CCA,Red CCA,Live,4
815,Samara,10,CCA,White CCA,Live,8
816,Samara,10,Algae,Turf algae,Live,88
816,Samara,10,CCA,Pink CCA,Live,12
817,Samara,10,Algae,Turf algae,Live,72
817,Samara,10,CCA,Pink CCA,Live,4
817,Samara,10,Hard Coral,Porites lobata,Live,4
817,Samara,10,Sponge,Sponge,Non-live,8
817,Samara,10,Substrate,Gravel,Non-live,4
817,Samara,10,Substrate,Sand,Non-live,4
818,Samara,10,Algae,Turf algae,Live,92
818,Samara,10,CCA,Pink CCA,Live,4
818,Samara,10,Substrate,Gravel,Non-live,4
819,Samara,10,Algae,Turf algae,Live,68
819,Samara,10,CCA,Pink CCA,Live,8
819,Samara,10,CCA,Red CCA,Live,12
820,Samara,10,Algae,Turf algae,Live,76
820,Samara,10,CCA,Pink CCA,Live,8
820,Samara,10,CCA,Red CCA,Live,12
820,Samara,10,CCA,White CCA,Live,4
821,Samara,10,Algae,Turf algae,Live,64
821,Samara,10,CCA,Pink CCA,Live,16
821,Samara,10,CCA,Red CCA,Live,8
821,Samara,10,Hard Coral,Porites lobata,Live,4
821,Samara,10,Substrate,Sand,Non-live,4
822,Samara,10,Algae,Turf algae,Live,64
822,Samara,10,Ascidian,Ascidian (solitary),Live,4
822,Samara,10,CCA,Pink CCA,Live,20
822,Samara,10,CCA,Red CCA,Live,4
822,Samara,10,Hard Coral,Porites lobata,Live,4
823,Samara,10,Algae,Turf algae,Live,64
823,Samara,10,CCA,Pink CCA,Live,24
823,Samara,10,CCA,Red CCA,Live,4
823,Samara,10,Hard Coral,Porites lobata,Live,4
824,Samara,10,Algae,Turf algae,Live,80
824,Samara,10,CCA,Pink CCA,Live,8
824,Samara,10,CCA,White CCA,Live,4
824,Samara,10,Soft Coral,Soft Coral,Non-live,4
825,Samara,10,Algae,Turf algae,Live,76
825,Samara,10,Substrate,Sand,Non-live,24
826,Samara,10,Algae,Galaxaura,Live,4
826,Samara,10,Algae,Turf algae,Live,76
826,Samara,10,CCA,Red CCA,Live,8
826,Samara,10,Hard Coral,Porites lobata,Live,4
826,Samara,10,Substrate,Sand,Non-live,4
827,Samara,10,Algae,Turf algae,Live,80
827,Samara,10,CCA,Pink CCA,Live,4
827,Samara,10,CCA,Red CCA,Live,4
827,Samara,10,Hard Coral,Porites lobata,Live,12
828,Samara,10,Algae,Turf algae,Live,80
828,Samara,10,Ascidian,Ascidian (colonial),Live,4
